sentence,tokens,bio_tags
I'm visiting from America for a week and staying near {start_location: ben gurion boulevard} - would love suggestions for a morning running route with good views of the city,"I'm, visiting, from, America, for, a, week, and, staying, near, ben, gurion, boulevard, -, would, love, suggestions, for, a, morning, running, route, with, good, views, of, the, city","O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, O, O, O, O, O, O, O, O, O, O, O, O, O, O, O"
gimme {difficulty: moderate effort} path {route_length: 15.0 km} start {start_location: zalman shazar} {loca_start_num: 85} finish {end_location: sand dune street} {loca_end_num: 22},"gimme, moderate, effort, path, 15.0, km, start, zalman, shazar, 85, finish, sand, dune, street, 22","O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
{difficulty: somewhat tough} from {start_location: max nordau},"somewhat, tough, from, max, nordau","B-difficulty, I-difficulty, O, B-start_location, I-start_location"
{route_length: 18 kilometers} {difficulty: flat and easy} track needed,"18, kilometers, flat, and, easy, track, needed","B-route_length, I-route_length, B-difficulty, I-difficulty, I-difficulty, O, O"
Visiting the area - where can I do a quick {route_length: 7.5 kilometers} run near {start_location: yefet} {loca_start_num: 79}?,"Visiting, the, area, -, where, can, I, do, a, quick, 7.5, kilometers, run, near, yefet, 79, ?","O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num, O"
New runner here - need an easy {route_length: 11.5 kilometers} route near {start_location: shimshon} {loca_start_num: 91},"New, runner, here, -, need, an, easy, 11.5, kilometers, route, near, shimshon, 91","O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
Planning my weekend fitness routine and need a nice {route_length: 8 km} path with some interesting city views,"Planning, my, weekend, fitness, routine, and, need, a, nice, 8, km, path, with, some, interesting, city, views","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, O, O, O, O"
newbie here want {difficulty: very hard} route {route_length: 8.5 kilometers} start {start_location: habrosh} {loca_start_num: 30} end {end_location: my present location},"newbie, here, want, very, hard, route, 8.5, kilometers, start, habrosh, 30, end, my, present, location","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location"
Doing a quick lunch run from {start_location: david elazar} {loca_start_num: 83},"Doing, a, quick, lunch, run, from, david, elazar, 83","O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Looking for a nice {difficulty: very hard} path from {start_location: current whereabouts} that's good for elderly people,"Looking, for, a, nice, very, hard, path, from, current, whereabouts, that's, good, for, elderly, people","O, O, O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, O, O, O, O, O"
can u make {difficulty: flat and easy} running route {route_length: 3.5 km} from {start_location: rashi street} {loca_start_num: 3} 2 {end_location: hatikva market} {loca_end_num: 72},"can, u, make, flat, and, easy, running, route, 3.5, km, from, rashi, street, 3, 2, hatikva, market, 72","O, O, O, B-difficulty, I-difficulty, I-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
"{start_location: dead sea street} {loca_start_num: 7} to {end_location: my current location}, {difficulty: moderate effort} {route_length: 14.5 km} please and thank you!","dead, sea, street, 7, to, my, current, location, ,, moderate, effort, 14.5, km, please, and, thank, you!","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, O, O"
"Need some hills in my life, {route_length: 10.5 km} route from {start_location: hapalmach street} {loca_start_num: 14}?","Need, some, hills, in, my, life,, 10.5, km, route, from, hapalmach, street, 14, ?","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
{difficulty: medium} path to {end_location: talpiot} {loca_end_num: 30},"medium, path, to, talpiot, 30","B-difficulty, O, O, B-end_location, B-loca_end_num"
beginner runner needs help with route planning,"beginner, runner, needs, help, with, route, planning","O, O, O, O, O, O, O"
"Suggest a {difficulty: challenging} running route starting at {start_location: ein kerem} {loca_start_num: 91}, passing by {end_location: sand dune} {loca_end_num: 50}, and lasting for {route_length: 20 kilometers}.","Suggest, a, challenging, running, route, starting, at, ein, kerem, 91, ,, passing, by, sand, dune, 50, ,, and, lasting, for, 20, kilometers, .","O, O, B-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, O, B-route_length, I-route_length, O"
"Coach says {route_length: short} {difficulty: intense} run, got anything from {start_location: waze} {loca_start_num: 89}?","Coach, says, short, intense, run,, got, anything, from, waze, 89, ?","O, O, B-route_length, B-difficulty, O, O, O, O, B-start_location, B-loca_start_num, O"
good running track for photography,"good, running, track, for, photography","O, O, O, O, O"
Need a {difficulty: flat and easy} path that starts from {start_location: rabbi ovadia yosef street} {loca_start_num: 93},"Need, a, flat, and, easy, path, that, starts, from, rabbi, ovadia, yosef, street, 93","O, O, B-difficulty, I-difficulty, I-difficulty, O, O, O, O, B-start_location, I-start_location, I-start_location, I-start_location, B-loca_start_num"
running path recommendation,"running, path, recommendation","O, O, O"
Show me where to run,"Show, me, where, to, run","O, O, O, O, O"
Generate a {difficulty: challenging} running route from {start_location: king david} {loca_start_num: 12} to {end_location: light rail} {loca_end_num: 33} that spans {route_length: 4 kilometers}.,"Generate, a, challenging, running, route, from, king, david, 12, to, light, rail, 33, that, spans, 4, kilometers, .","O, O, B-difficulty, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
Give me a {route_length: 19.0 km} route,"Give, me, a, 19.0, km, route","O, O, O, B-route_length, I-route_length, O"
"Generate a {difficulty: intense} route for me from {start_location: kaplan street} {loca_start_num: 4} to {end_location: ancient harbor} {loca_end_num: 25}, covering {route_length: 7.5 km}.","Generate, a, intense, route, for, me, from, kaplan, street, 4, to, ancient, harbor, 25, ,, covering, 7.5, km, .","O, O, B-difficulty, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
"Time trial day, need a flat {route_length: 1 kilometers} route from {start_location: bograshov} {loca_start_num: 41}","Time, trial, day,, need, a, flat, 1, kilometers, route, from, bograshov, 41","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, B-loca_start_num"
Need a recovery route around {route_length: 750 meters} near {start_location: ethiopia street} {loca_start_num: 79},"Need, a, recovery, route, around, 750, meters, near, ethiopia, street, 79","O, O, O, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num"
"Crew run day, need a {route_length: 4 kilometers} route with photo ops near {start_location: hungary} {loca_start_num: 41}","Crew, run, day,, need, a, 4, kilometers, route, with, photo, ops, near, hungary, 41","O, O, O, O, O, B-route_length, I-route_length, O, O, O, O, O, B-start_location, B-loca_start_num"
"from {start_location: keren hayesod street} {loca_start_num: 77} to {end_location: hillel street} {loca_end_num: 60}, make it {difficulty: difficult but rewarding}","from, keren, hayesod, street, 77, to, hillel, street, 60, ,, make, it, difficult, but, rewarding","O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, O, O, B-difficulty, I-difficulty, I-difficulty"
Looking for a running route that passes by some good breakfast spots - starting from {start_location: technion street} {loca_start_num: 35} and heading towards {end_location: mordechai anielewicz} {loca_end_num: 7},"Looking, for, a, running, route, that, passes, by, some, good, breakfast, spots, -, starting, from, technion, street, 35, and, heading, towards, mordechai, anielewicz, 7","O, O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num, O, O, O, B-end_location, I-end_location, B-loca_end_num"
Looking for covered paths from {start_location: maimonides} {loca_start_num: 7},"Looking, for, covered, paths, from, maimonides, 7","O, O, O, O, O, B-start_location, B-loca_start_num"
Training for a marathon from {start_location: aaron aaronsohn} {loca_start_num: 56},"Training, for, a, marathon, from, aaron, aaronsohn, 56","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
Need a good running track for my morning exercise - something that starts near {start_location: tel aviv} and is moderately challenging,"Need, a, good, running, track, for, my, morning, exercise, -, something, that, starts, near, tel, aviv, and, is, moderately, challenging","O, O, O, O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, O, O, O, O"
first time in tel aviv where should i go running?,"first, time, in, tel, aviv, where, should, i, go, running?","O, O, O, O, O, O, O, O, O, O"
where can i do short easy run?,"where, can, i, do, short, easy, run?","O, O, O, O, O, O, O"
elderly person need {difficulty: easy} path {route_length: 18 km} start {start_location: innovation street} {loca_start_num: 29} end {end_location: yissachar} {loca_end_num: 34},"elderly, person, need, easy, path, 18, km, start, innovation, street, 29, end, yissachar, 34","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
{start_location: asher street} {loca_start_num: 97} to {end_location: jabotinsky} {loca_end_num: 31},"asher, street, 97, to, jabotinsky, 31","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
"My usual route is boring, need a {difficulty: very hard} {route_length: 4.5 km} alternative from {start_location: miriam haneviah} {loca_start_num: 88}","My, usual, route, is, boring,, need, a, very, hard, 4.5, km, alternative, from, miriam, haneviah, 88","O, O, O, O, O, O, O, B-difficulty, I-difficulty, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
"{start_location: rehavia street} {loca_start_num: 59} to {end_location: nahal taninim street} {loca_end_num: 40}, make it {route_length: 19.0 kilometers} and {difficulty: difficult but rewarding}","rehavia, street, 59, to, nahal, taninim, street, 40, ,, make, it, 19.0, kilometers, and, difficult, but, rewarding","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O, O, O, B-route_length, I-route_length, O, B-difficulty, I-difficulty, I-difficulty"
Got an hour to kill - what's a good {route_length: 15 km} route near {start_location: hadekel street} {loca_start_num: 23}?,"Got, an, hour, to, kill, -, what's, a, good, 15, km, route, near, hadekel, street, 23, ?","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Can you suggest a {difficulty: slightly challenging} running route from {start_location: lincoln} {loca_start_num: 67} to {end_location: hebrew university} {loca_end_num: 28} with {route_length: 15 kilometers}?,"Can, you, suggest, a, slightly, challenging, running, route, from, lincoln, 67, to, hebrew, university, 28, with, 15, kilometers, ?","O, O, O, O, B-difficulty, I-difficulty, O, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num, O, B-route_length, I-route_length, O"
